Address,Parcel Number
"2531 KIPLING AVE, CINCINNATI, OH 45239",231-0002-0004-00
"3007 KERPER AVE, CINCINNATI, OH 45206",065-0001-0047-00
"2404 BOONE ST, CINCINNATI, OH 45206",068-0002-0255-00
"512 PROSPECT PL, CINCINNATI, OH 45229",107-0007-0004-00
"1120 YALE AVE, CINCINNATI, OH 45206",066-0002-0010-00
"1228 CHAMBERLAIN AVE, LINCOLN HEIGHTS, OH 45215",594-0020-0204-00
"1352 SECTION RD, SPRINGFIELD TOWNSHIP, OH 45237",590-0062-0164-00
"3505 GLENWAY AVE, CINCINNATI, OH 45205",174-0009-0137-00
"951 WOODLAWN AVE, CINCINNATI, OH 45205",175-0018-0159-00
"863 LEXINGTON AVE, CINCINNATI, OH 45229",108-0001-0071-00
"1869 BALTIMORE AVE, CINCINNATI, OH 45225",206-0006-0014-00
"1625 VANDALIA AVE, CINCINNATI, OH 45223",221-0013-0012-00
"1301 BURDETT AVE, CINCINNATI, OH 45206",062-0001-0097-00
"1042 WINFIELD AVE, CINCINNATI, OH 45205",179-0075-0128-00
"3063 HENSHAW AVE, CINCINNATI, OH 45225",189-0023-0020-00
"4930 READING RD, CINCINNATI, OH 45237",119-0002-0177-00
"4922-4926 READING RD, CINCINNATI, OH 45237",119-0002-0185-00
"5604 CHESTNUT ST, ELMWOOD PLACE, OH 45216",661-0003-0029-00
"3815 DAVORAN ST, CINCINNATI, OH 45205",204-0A15-0194-00
"976 KIRBERT AVE, CINCINNATI, OH 45205",176-0A23-0076-00
"2261 QUEBEC RD, CINCINNATI, OH 45205",205-0019-0004-00
"3864 READING RD, CINCINNATI, OH 45229",110-0003-0013-00
"THOMPSON HEIGHTS AVE, CINCINNATI, OH 45223",199-0041-0148-00
"4422 COLERAIN AVE, CINCINNATI, OH 45223",195-0031-0084-00
"877 ROCKDALE AVE, CINCINNATI, OH 45229",107-0011-0064-00
"634 UNION ST, CINCINNATI, OH 45229",105-0001-0018-00
"628 UNION ST, CINCINNATI, OH 45229",105-0001-0022-00
"616 UNION ST, CINCINNATI, OH 45229",105-0001-0028-00
"614 UNION ST, CINCINNATI, OH 45229",105-0001-0029-00
"3132 SAVOY PL, CINCINNATI, OH 45229",105-0001-0048-00
"3126 SAVOY PL, CINCINNATI, OH 45229",105-0001-0051-00
"3118 SAVOY PL, CINCINNATI, OH 45229",105-0001-0055-00
"3116 SAVOY PL, CINCINNATI, OH 45229",105-0001-0056-00
"3114 SAVOY PL, CINCINNATI, OH 45229",105-0001-0057-00
"3119 BORRMAN AVE, CINCINNATI, OH 45229",105-0001-0076-00
"3132 BORRMAN AVE, CINCINNATI, OH 45229",105-0001-0083-00
"757 WHITTIER ST, CINCINNATI, OH 45229",105-0001-0197-00
"808 BEECHER ST, CINCINNATI, OH 45206",065-0001-0114-00
"802 BEECHER ST, CINCINNATI, OH 45206",065-0001-0116-00
"804 BEECHER ST, CINCINNATI, OH 45206",065-0001-0117-00
"816 BEECHER ST, CINCINNATI, OH 45206",065-0001-0131-00
"6075 EAST MIAMI RIVER RD, MIAMI TOWNSHIP, OH 45002",570-0010-0074-00
"1808 QUEEN CITY AVE, CINCINNATI, OH 45214",203-0027-0039-00
"231-239 FOREST AVE, CINCINNATI, OH 45229",216-0044-0154-00
"1906 KINNEY AVE, CINCINNATI, OH 45207",054-0003-0021-00
"3550 BEVIS AVE, CINCINNATI, OH 45207",057-0003-0038-00
"1218 CHAPEL ST, CINCINNATI, OH 45206",066-0002-0259-00
"1632 MAIN ST, CINCINNATI, OH 45202",086-0003-0033-00
"940 CLEVELAND AVE, CINCINNATI, OH 45229",107-0011-0082-00
"5607 ABBOTTSFORD AVE, CINCINNATI, OH 45212",120-0002-0030-00
"1232 NEFF AVE, CINCINNATI, OH 45204",149-0015-0070-00
"719 SEDAM ST, CINCINNATI, OH 45204",153-0002-0153-00
"719 Sedam Street, Cincinnati, OH 45204",153-0003-0081-00
"1009 UNDERWOOD PL, CINCINNATI, OH 45204",173-0005-0142-00
"1228 DEWEY AVE, CINCINNATI, OH 45205",179-0074-0108-00
"1206 ILIFF AVE, CINCINNATI, OH 45205",179-0074-0369-90
"1145 GILSEY AVE, CINCINNATI, OH 45205",179-0075-0305-00
"3617 BORDEN ST, CINCINNATI, OH 45223",193-0004-0044-00
"3621 BORDEN ST, CINCINNATI, OH 45223",193-0004-0046-00
"3623 BORDEN ST, CINCINNATI, OH 45223",193-0004-0047-00
"3625 BORDEN ST, CINCINNATI, OH 45223",193-0004-0048-00
"1780 WEBER ST, CINCINNATI, OH 45223",194-0007-0104-00
"1780 Weber Street, Cincinnati, OH 45223",194-0007-0105-00
"4209 VIRGINIA AVE, CINCINNATI, OH 45223",195-0031-0138-00
"4669 HAMILTON AVE, CINCINNATI, OH 45223",200-0047-0063-00
"1802 CARLL ST, CINCINNATI, OH 45225",201-0039-0305-00
"1769 BALTIMORE AVE, CINCINNATI, OH 45225",202-0042-0153-00
"2489 SEEGAR AVE, CINCINNATI, OH 45214",203-0029-0026-00
"1801 WESTWOOD AVE, CINCINNATI, OH 45214",205-0021-0032-00
"1801 Westwood Av, Cincinnati, OH 45214",205-0021-0033-00
"2542 ST. LEO PL, CINCINNATI, OH 45225",206-0005-0087-00
"3407 GLENMORE AVE, CINCINNATI, OH 45211",212-0064-0157-00
"3724 VINE ST, CINCINNATI, OH 45217",216-0046-0012-00
"3544 LOSSING ST, CINCINNATI, OH 45220",216-0047-0029-00
"3573 IRVING ST, CINCINNATI, OH 45220",216-0047-0109-00
"6013 CARY AVE, CINCINNATI, OH 45224",233-0001-0019-00
"2128 LINCOLN AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0660-00
"350 ROLEF AVE, LOCKLAND, OH 45215",641-0014-0134-00
"350 ROLEF AVE, ,  ",641-0014-0291-00
"208 TOWNSHIP AVE, ELMWOOD PLACE, OH 45216",661-0002-0333-00
"1674 CALIFORNIA AVE, CINCINNATI, OH 45237",117-0005-0071-00
"4890 READING RD, CINCINNATI, OH 45237",119-0002-0014-00
,067-0001-0180-00
,067-0001-0181-00
"3244 FAIRFIELD AVE, CINCINNATI, OH 45207",054-0004-0178-00
"3822 LLEWELLYN AVE, CINCINNATI, OH 45223",194-0009-0238-00
"1301 CALIFORNIA AVE, CINCINNATI, OH 45237",131-0006-0097-00
"1307-1309 REGENT AVE, CINCINNATI, OH 45237",131-0006-0066-00
"1309 REGENT AVE, CINCINNATI, OH 45237",131-0006-0065-00
"2406 KENTON ST, CINCINNATI, OH 45206",068-0003-0058-00
"1722 WYOMING AVE, CINCINNATI, OH 45205",204-0A15-0151-00
"3061 HENSHAW AVE, CINCINNATI, OH 45225",189-0023-0023-00
"689 GLENWOOD AVE, CINCINNATI, OH 45229",112-0005-0036-00
"843 OAK ST, CINCINNATI, OH 45206",067-0002-0085-00
"845 OAK ST, CINCINNATI, OH 45206",067-0002-0157-00
"847 OAK ST, CINCINNATI, OH 45206",067-0002-0084-00
"835 OAK ST, CINCINNATI, OH 45206",067-0002-0160-00
"1949 KENTUCKY AVE, CINCINNATI, OH 45223",195-0033-0068-00
"2130 LOTH ST, CINCINNATI, OH 45202",094-0004-0066-00
"2128 LOTH ST, CINCINNATI, OH 45202",094-0004-0067-00
"2132 LOTH ST, CINCINNATI, OH 45202",094-0004-0065-00
"2124 LOTH ST, CINCINNATI, OH 45202",094-0004-0070-00
"2134 LOTH ST, CINCINNATI, OH 45202",094-0004-0064-00
"2126 LOTH ST, CINCINNATI, OH 45202",094-0004-0069-00
"2127 RICE ST, CINCINNATI, OH 45202",094-0004-0098-00
"1123-1125 PURCELL AVE, CINCINNATI, OH 45205",173-0004-0090-00
"1123 PURCELL AVENUE, CINCINNATI, OH 45205",173-0004-0091-00
"1123 PURCELL AV, Cincinnati, OH 45205",173-0004-0135-00
"1125 PURCELL AVE, CINCINNATI, OH 45205",173-0004-0092-00
"2112 LOTH ST, CINCINNATI, OH 45202",094-0004-0076-00
"2236 LOTH ST, CINCINNATI, OH 45219",093-0003-0027-00
"2238 LOTH ST, CINCINNATI, OH 45219",093-0003-0026-00
"2240 LOTH ST, CINCINNATI, OH 45219",093-0003-0025-00
"2242 LOTH ST, CINCINNATI, OH 45219",093-0003-0024-00
"2244 LOTH ST, CINCINNATI, OH 45219",093-0002-0098-00
"2258 LOTH ST, CINCINNATI, OH 45219",093-0002-0091-00
"2260 LOTH ST, CINCINNATI, OH 45219",093-0002-0090-00
"LOTH ST, CINCINNATI, OH 45219",093-0003-0028-90
"WINKLER ST, CINCINNATI, OH 45219",093-0003-0030-90
"WINKLER STREET, CINCINNATI, OH 45219",093-0003-0032-00
"1774 PULTE ST, CINCINNATI, OH 45225",201-0039-0065-00
"2358 CONCORD ST, CINCINNATI, OH 45206",068-0003-0104-00
"2353 CONCORD ST, CINCINNATI, OH 45206",068-0003-0048-00
"818 GRAND AVE, CINCINNATI, OH 45205",175-0016-0092-00
"720 OAK AVE, WYOMING, OH 45215",592-0006-0125-00
"3341, 3349 & 3351 MONTGOMERY RD, CINCINNATI, OH 45207",054-0005-0051-00
"1542 Blair, Cincinnati, OH 45206",058-0002-0197-00
"1844 GREENBRIAR PL, CINCINNATI, OH 45237",117-0009-0164-00
"545 ENRIGHT AVE, CINCINNATI, OH 45205",155-0046-0042-00
"1308 BOYD ST, CINCINNATI, OH 45223",221-0019-0140-00
"865 ACADEMY AVE, CINCINNATI, OH 45205",179-0076-0005-00
"1211 MANSS AVE, CINCINNATI, OH 45205",174-0005-0203-00
"WARSAW AVE, CINCINNATI, OH 45205",174-0008-0286-00
"1627 COOPER ST, CINCINNATI, OH 45223",194-0011-0226-00
"1629 COOPER ST, CINCINNATI, OH 45223",194-0011-0285-00
"2461 Everglade Pl., Cincinnati, OH 45214",203-0029-0054-00
"2077 HARRISON AVE, CINCINNATI, OH 45214",206-0008-0005-00
"627 Hawthorne Ave., Cincinnati, OH 45205",178-0026-0067-00
"2203 HIGHLAND AVE, CINCINNATI, OH 45219",089-0002-0104-00
"2814 ALLVIEW CR, CINCINNATI, OH 45238",212-0061-0177-00
"852 BEECH AVE, CINCINNATI, OH 45205",176-0023-0081-00
"3719 GLENWAY AVE, CINCINNATI, OH 45205",174-0007-0029-00
"1230 GILSEY AVE, CINCINNATI, OH 45205",179-0074-0185-00
"1227 GILSEY AVE, CINCINNATI, OH 45205",179-0074-0140-00
"1236 DEWEY AVE, CINCINNATI, OH 45205",179-0074-0104-00
"1236 ROSEMONT AVE, CINCINNATI, OH 45205",179-0074-0026-00
"3530 BELDARE AVE, CINCINNATI, OH 45220",216-0042-0022-00
"3518 BELDARE AVE, CINCINNATI, OH 45220",216-0042-0177-00
"35 ERKENBRECHER AVE, CINCINNATI, OH 45220",216-0042-0169-00
"3607 DULUTH AVE, CINCINNATI, OH 45220",216-0048-0010-00
"44 FOREST AVE, CINCINNATI, OH 45220",216-0048-0057-00
"20 WEST ST, CINCINNATI, OH 45220",216-0048-0050-00
"708 GREENWOOD AVE, CINCINNATI, OH 45229",112-0001-0026-00
"3806 W LIBERTY ST, CINCINNATI, OH 45205",204-0016-0092-00
"3802 W LIBERTY ST, CINCINNATI, OH 45205",204-0016-0089-00
"1302 BEECH AVE, CINCINNATI, OH 45205",204-0A15-0196-00
"4024 W LIBERTY ST, CINCINNATI, OH 45205",181-0001-0016-00
"1631 FIRST AVE, CINCINNATI, OH 45205",181-0001-0069-00
"1647 FIRST AVE, CINCINNATI, OH 45205",181-0001-0062-00
"627 ORIENT AVE, CINCINNATI, OH 45232",220-0058-0025-00
"2331 HIGHLAND AVE, CINCINNATI, OH 45219",089-0003-0175-00
"4705 CASTLE PL, CINCINNATI, OH 45227",036-0004-0297-00
"2453 BEEKMAN ST, CINCINNATI, OH 45214",202-0032-0096-00
"1869 FAIRMOUNT AVE, CINCINNATI, OH 45214",203-0028-0078-00
"3733 ODIN AVE, CINCINNATI, OH 45213",130-0006-0040-00
"1247 FIRST AVE, CINCINNATI, OH 45205",179-0074-0285-00
"1614 DEWEY AVE, CINCINNATI, OH 45205",181-0001-0182-00
"1311 FRANKLIN AVE, CINCINNATI, OH 45237",131-0006-0262-00
"1718 WYOMING AVE, CINCINNATI, OH 45205",204-0A15-0152-00
"1718 Wyoming Ave., Cincinnati, OH 45205",204-0A15-0153-00
"3914 W LIBERTY ST, CINCINNATI, OH 45205",181-0001-0004-00
"2022 SIXTH AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0328-00
"2022 Sixth Ave., Springfield Township, OH 45224",590-0350-0329-00
"1008 Eliza St., Cincinnati, OH 45214",098-0005-0046-00
"1524 KNOX ST, CINCINNATI, OH 45214",202-0032-0079-00
"5868 WINTON RIDGE LN, CINCINNATI, OH 45224",237-0003-0046-00
"911 LEXINGTON AVE, CINCINNATI, OH 45229",108-0002-0020-00
"1645 ILIFF AVE, CINCINNATI, OH 45205",181-0001-0105-00
"1044 SUNSET AVE, CINCINNATI, OH 45205",179-0075-0215-00
"1322 MANSS AVE, CINCINNATI, OH 45205",204-0016-0103-00
"406 TOWNSHIP AVE, ELMWOOD PLACE, OH 45216",661-0004-0036-00
"5910 MCGREGOR AVE, ELMWOOD PLACE, OH 45216",661-0001-0271-00
"312 LINDEN ST, ELMWOOD PLACE, OH 45216",661-0002-0264-00
"6418 VINE ST, ELMWOOD PLACE, OH 45216",661-0002-0006-00
"1861 BALTIMORE AVE, CINCINNATI, OH 45225",201-0039-0387-00
"933 GRAND AVE, CINCINNATI, OH 45205",175-0016-0139-00
"1779 TOWNSEND ST, CINCINNATI, OH 45223",194-0010-0025-00
"2347 BALTIMORE AVE, CINCINNATI, OH 45225",224-0003-0181-00
"5207 RHODE ISLAND AVE, CINCINNATI, OH 45237",119-0001-0027-00
"2422 NOVA AVE, CINCINNATI, OH 45238",248-0003-0128-00
"3905 CASS AVE, CINCINNATI, OH 45223",192-0064-0114-00
"3933 BORDEN ST, CINCINNATI, OH 45223",194-0009-0153-00
"6117 SIERRA ST, CINCINNATI, OH 45227",035-0003-0194-00
"1833 SYCAMORE ST, CINCINNATI, OH 45202",094-0006-0224-00
"404 LOMBARDY ST, ELMWOOD PLACE, OH 45216",661-0001-0383-00
"5905 VINE ST, ELMWOOD PLACE, OH 45216",661-0001-0368-00
"5704 HIGHLAND AVE, ELMWOOD PLACE, OH 45216",661-0004-0042-00
"612 MARION RD, WOODLAWN, OH 45215",598-0020-0157-00
"988 PRAIRIE AVE, WOODLAWN, OH 45215",598-0030-0084-00
"988 Prairie Avenue, Cincinnati, OH 45215",598-0030-0085-00
"Prairie Avenue, Cincinnati, OH 45215",598-0030-0086-00
"Prairie Ave, Cincinnati, OH 45215",598-0030-0087-00
"292 MARION RD, WOODLAWN, OH 45215",598-0020-0079-00
"563 MARION RD, WOODLAWN, OH 45215",598-0020-0182-00
"1018 PURCELL AVE, CINCINNATI, OH 45205",173-0004-0072-00
"10750 MAPLEHILL DR, SPRINGFIELD TOWNSHIP, OH 45240",590-0391-0172-00
"4022 GLENWAY AVE, CINCINNATI, OH 45205",179-0074-0234-00
"4024 GLENWAY AVE, CINCINNATI, OH 45205",179-0074-0231-00
"4024 Glenway Ave., Cincinnati, OH 45205",179-0074-0232-00
"3756 WARSAW AVE, CINCINNATI, OH 45205",174-0007-0120-00
"1317 CHASE AVE, CINCINNATI, OH 45223",221-0019-0277-00
"3624 WARSAW AVE, CINCINNATI, OH 45205",174-0008-0218-00
"731 N FRED SHUTTLESWORTH CR, CINCINNATI, OH 45229",112-0001-0012-00
"1993 HARRISON AVE, CINCINNATI, OH 45214",206-0007-0015-00
"2178 CLARA ST, CINCINNATI, OH 45204",171-0010-0121-00
"3585 BOGART AVE, CINCINNATI, OH 45229",112-0006-0065-00
"1540 Blair, Cincinnati, OH 45202",058-0002-0196-00
"4530 Kirby Ave., Cincinnati, OH 45223",197-0039-0002-00
"115 CHURCH ST, SAINT BERNARD, OH 45217",582-0013-0031-00
"4524 PARK PL, SAINT BERNARD, OH 45217",582-0013-0053-00
"3912-3914 W LIBERTY ST, CINCINNATI, OH 45205",181-0001-0003-00
"1811 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0167-00
"3060 OBRYON ST, CINCINNATI, OH 45208",053-0004-0206-00
"1895 QUEEN CITY AVE, CINCINNATI, OH 45214",203-0026-0136-00
"1784 WESTWOOD AVE, CINCINNATI, OH 45214",203-0027-0119-00
"1901 QUEEN CITY AVE, CINCINNATI, OH 45214",203-0026-0135-00
"2035 QUEEN CITY AVE, CINCINNATI, OH 45214",205-0024-0063-00
"1731 QUEEN CITY AVE, CINCINNATI, OH 45214",170-0009-0174-00
"3235 Beresford, Cincinnati, OH 45206",060-0005-0072-00
"916 CHURCHILL AVE, CINCINNATI, OH 45206",065-0003-0016-00
"1208 ASHMORE CT, NORTH COLLEGE HILL, OH 45231",595-0003-0238-00
"1702 SUNDALE AVE, NORTH COLLEGE HILL, OH 45239",595-0009-0089-00
"2552 HOMESTEAD PL, CINCINNATI, OH 45211",213-0001-0048-00
"1918 CORDOVA AVE, NORTH COLLEGE HILL, OH 45239",595-0008-0554-00
"4736 KIRBY AVE, CINCINNATI, OH 45223",200-0046-0171-00
"3534 VINE ST, CINCINNATI, OH 45220",216-0042-0006-00
"1232 PURCELL AVE, CINCINNATI, OH 45204",173-0001-0038-00
"1239 CONSIDINE AVE, CINCINNATI, OH 45204",173-0001-0078-00
"1920-1922 VINE ST, CINCINNATI, OH 45202",094-0005-0131-00
"1815 FREEMAN AVE, CINCINNATI, OH 45214",184-0004-0319-00
"4014 GLENWAY AVE, CINCINNATI, OH 45205",179-0074-0305-00
"652 DELHI AVE, CINCINNATI, OH 45204",153-0002-0072-00
"1409 MANSS AVE, CINCINNATI, OH 45205",204-0016-0156-00
"1239 BLANCHARD AVE, CINCINNATI, OH 45205",173-0003-0098-00
"1662 ILIFF AVE, CINCINNATI, OH 45205",181-0001-0334-00
"4016 W LIBERTY ST, CINCINNATI, OH 45205",181-0001-0012-00
"1605 Wyoming Ave., Cincinnati, OH 45205",204-0A15-0101-00
"3637 MAYFIELD AVE, CINCINNATI, OH 45205",174-0004-0117-00
"1917 WEST FORK RD, CINCINNATI, OH 45223",226-0005-0177-00
"2014 BURNET AVE, CINCINNATI, OH 45219",090-0003-0015-00
"1214 LINCOLN AVE, CINCINNATI, OH 45206",066-0002-0221-00
"6212 COLERIDGE AVE, CINCINNATI, OH 45213",130-0005-0049-90
"2387-2397 TURNINGLEAF CT, CINCINNATI, OH 45238",182-0002-0178-00
"3508 W EIGHTH ST, CINCINNATI, OH 45205",176-0019-0198-00
"3828 W EIGHTH ST, CINCINNATI, OH 45205",176-0023-0134-00
"1673 Gilsey, Cincinnati, OH 45205",181-0001-0288-00
"1509 BLAIR AVE, CINCINNATI, OH 45207",054-0006-0006-00
"418 ELBERON AVE, CINCINNATI, OH 45205",177-0037-0172-00
"863 LINCOLN AVE, CINCINNATI, OH 45206",065-0002-0122-00
"1222 NEFF AVE, CINCINNATI, OH 45204",149-0015-0067-00
"OBRYON ST, CINCINNATI, OH 45208",053-0004-0231-00
"3316 MONTGOMERY RD, CINCINNATI, OH 45207",054-0005-0019-00
"739 WAYNE ST, CINCINNATI, OH 45206",068-0003-0253-00
"Fleming Road, Springfield Township, OH 45231",590-0180-1185-00
"1689 WAVERLY AVE, CINCINNATI, OH 45214",203-0030-0035-00
"1644 TREMONT AVE, CINCINNATI, OH 45214",203-0030-0054-00
"3800-3806 VINE ST, CINCINNATI, OH 45217",216-0039-0014-00
"3806 VINE ST, CINCINNATI, OH 45217",216-0039-0061-00
"544 MAPLE AVE, CINCINNATI, OH 45229",107-0008-0059-00
"3906 LATHAM AVE, CINCINNATI, OH 45205",204-0017-0069-00
"4115 GORDON ST, CINCINNATI, OH 45223",195-0028-0174-00
"1105 MCPHERSON AVE, CINCINNATI, OH 45205",174-0008-0159-00
"3620 LASALLE ST, CINCINNATI, OH 45205",174-0008-0138-00
"3618 LASALLE ST, CINCINNATI, OH 45205",174-0008-0137-00
"3620 LaSalle St., Cincinnati, OH 45205",174-0008-0284-00
"1010 WELLS ST, CINCINNATI, OH 45205",174-0008-0064-00
"1403 MYRTLE AVE, CINCINNATI, OH 45206",061-0001-0025-00
"4913 READING RD, CINCINNATI, OH 45237",117-0005-0138-00
"6111 MADISON RD, CINCINNATI, OH 45227",036-0003-0015-00
"1985 KINNEY AVE, CINCINNATI, OH 45207",054-0002-0040-00
"1597 SUMMIT RD, CINCINNATI, OH 45237",117-0014-0038-00
"975 ELBERON AVE, CINCINNATI, OH 45205",175-0018-0182-00
"1109 CARSON AVE, CINCINNATI, OH 45205",174-0007-0009-00
"404 CRESTLINE AVE, CINCINNATI, OH 45205",177-0037-0072-00
"404 Crestline Ave., Cincinnati, OH 45205",177-0037-0071-00
"1788 DREMAN AVE, CINCINNATI, OH 45223",194-0007-0063-00
"2598 SEEGAR AVE, CINCINNATI, OH 45225",202-0042-0157-00
"728 RIDGEWAY AVE, CINCINNATI, OH 45229",105-0002-0065-00
"1211 CHAPEL ST, CINCINNATI, OH 45206",066-0002-0109-00
"1231 CHAPEL ST, CINCINNATI, OH 45206",066-0002-0123-00
"3641 READING RD, CINCINNATI, OH 45229",112-0004-0023-00
"3641 Reading Rd., Cincinnati, OH 45229",112-0004-0086-00
"1763 DALE RD, CINCINNATI, OH 45237",119-0002-0391-00
"3137 GAFF AVE, CINCINNATI, OH 45206",060-0002-0097-00
"2049 BICKEL AVE, CINCINNATI, OH 45214",206-0008-0109-00
"2616 KNORR AVE, CINCINNATI, OH 45214",206-0008-0062-00
"3735 MAYFIELD AVE, CINCINNATI, OH 45205",174-0005-0157-00
"725 S FRED SHUTTLESWORTH CR, CINCINNATI, OH 45229",112-0004-0013-00
"2489 GATE ST, CINCINNATI, OH 45211",207-0A54-0156-00
"642 STEINER AVE, CINCINNATI, OH 45204",152-0042-0048-00
"3660 GLENWAY AVE, CINCINNATI, OH 45205",174-0004-0079-00
"757 WOODLAWN AVE, CINCINNATI, OH 45205",176-0021-0107-00
"6014 HIGHLAND AVE, ELMWOOD PLACE, OH 45216",661-0001-0225-00
"401 WALNUT ST, ELMWOOD PLACE, OH 45216",661-0001-0199-00
"3044 KERPER AVE, CINCINNATI, OH 45206",060-0005-0123-00
"531 PROSPECT PL, CINCINNATI, OH 45229",107-0008-0114-00
"CARTHAGE CT, CINCINNATI, OH 45212",120-0004-0062-00
"1324 BEECH AVE, CINCINNATI, OH 45205",204-0016-0034-00
"5343 MED PACE WAY, CINCINNATI, OH 45227",036-0001-0310-00
"3006 THERESA ST, CINCINNATI, OH 45204",204-0020-0108-00
"4420 Cooper Road, Cincinnati, OH 45242",612-0120-0194-00
"3035 HACKBERRY ST, CINCINNATI, OH 45206",055-0006-0101-00
"3051 HACKBERRY ST, CINCINNATI, OH 45206",055-0004-0010-00
"743 HAWTHORNE AVE, CINCINNATI, OH 45205",178-0025-0068-00
"1904 LINN ST, CINCINNATI, OH 45214",132-0003-0123-00
"1908 LINN ST, CINCINNATI, OH 45214",132-0003-0127-00
"1914 LINN ST, CINCINNATI, OH 45214",132-0003-0130-00
"1621 DEXTER AVE, CINCINNATI, OH 45206",055-0004-0012-00
"1288 FAIRBANKS AVE, CINCINNATI, OH 45205",173-0003-0171-00
"MT NEBO RD, MIAMI TOWNSHIP, OH 45052",570-0230-0006-00
"4766 RAPID RUN RD, CINCINNATI, OH 45238",180-0080-0391-00
"1521 BLAIR AVE, CINCINNATI, OH 45207",054-0006-0011-00
"2468 HARRISON AVE, CINCINNATI, OH 45211",207-0A54-0217-00
"2472 HARRISON AVE, CINCINNATI, OH 45211",207-0A54-0216-00
"770 N FRED SHUTTLESWORTH CR, CINCINNATI, OH 45229",112-0001-0001-00
"9184 PIPPIN RD, COLERAIN TOWNSHIP, OH 45231",510-0053-0318-00
"2355 CONCORD ST, CINCINNATI, OH 45206",068-0003-0049-00
"1805 ASPENHILL DR, SPRINGFIELD TOWNSHIP, OH 45240",590-0391-0167-00
"1042 WELLS ST, CINCINNATI, OH 45205",174-0008-0040-00
"909 KIRBERT AVE, CINCINNATI, OH 45205",176-0A23-0037-00
"4701 WHETSEL AVE, CINCINNATI, OH 45227",036-0004-0079-00
"1891 WEST FORK RD, CINCINNATI, OH 45223",226-0005-0151-00
"1024 SETON AVE, CINCINNATI, OH 45205",174-0006-0019-00
"1100 SETON AVE, CINCINNATI, OH 45205",174-0006-0014-00
"1044 MCPHERSON AVE, CINCINNATI, OH 45205",174-0008-0257-00
"337 FOREST AVE, CINCINNATI, OH 45229",216-0043-0036-00
"1565 CLARETTA DR, NORTH COLLEGE HILL, OH 45231",595-0004-0022-00
"1028 SETON AVE, CINCINNATI, OH 45205",174-0006-0018-00
"1635 WAVERLY AVE, CINCINNATI, OH 45214",202-0031-0046-00
"1810 MONTROSE ST, CINCINNATI, OH 45214",203-0027-0004-00
"1785 WEBER ST, CINCINNATI, OH 45223",194-0007-0090-00
"1576 DIXMONT AVE, CINCINNATI, OH 45207",055-0001-0020-00
"2001 AUBURN AVE, CINCINNATI, OH 45219",088-0008-0107-00
"2222 GRAND AVE, CINCINNATI, OH 45214",170-0009-0123-00
"10 FOREST AVE, CINCINNATI, OH 45220",216-0048-0054-00
"3608 VINE ST, CINCINNATI, OH 45220",216-0048-0002-00
"3616 VINE ST, CINCINNATI, OH 45220",216-0048-0047-00
"3564 BELDARE AVE, CINCINNATI, OH 45220",216-0048-0075-00
"1840 KINNEY AVE, CINCINNATI, OH 45207",054-0004-0164-00
"3033 CINNAMON ST, CINCINNATI, OH 45208",053-0004-0068-00
"4929 READING RD, CINCINNATI, OH 45237",117-0005-0186-00
"1677 ROSE PL, CINCINNATI, OH 45237",117-0005-0137-00
"889 BLAIR AVE, CINCINNATI, OH 45229",060-0003-0003-00
"4002 W LIBERTY ST, CINCINNATI, OH 45205",181-0001-0368-00
"3018 MURDOCK AVE, CINCINNATI, OH 45205",177-0035-0029-00
"789 WELLS ST, CINCINNATI, OH 45205",176-0019-0112-00
"3266 BERESFORD AVE, CINCINNATI, OH 45206",060-0002-0071-00
"1780 WESTWOOD AVE, CINCINNATI, OH 45214",203-0027-0121-00
"913 HAWTHORNE AVE, CINCINNATI, OH 45205",175-0017-0020-00
"4146 KIRBY AVE, CINCINNATI, OH 45223",195-0028-0008-00
"1062 OAK AVE, WYOMING, OH 45215",592-0006-0010-00
"3655 READING RD, CINCINNATI, OH 45229",112-0004-0077-00
"2810 GLENWAY AVE, CINCINNATI, OH 45204",172-0018-0063-00
"1627 STATE AVE, CINCINNATI, OH 45204",168-0003-0042-00
"1627 State, Cincinnati, OH 45204",168-0003-0041-00
"672 Steiner, Cincinnati, OH 45204",153-0002-0005-00
"3070 PERCY AVE, CINCINNATI, OH 45211",207-0A54-0043-00
"7512 READING RD, CINCINNATI, OH 45237",117-0010-0028-00
"1710 SECTION RD, CINCINNATI, OH 45237",117-0010-0029-00
"1720 SECTION RD, CINCINNATI, OH 45237",117-0010-0030-00
"7460 READING RD, CINCINNATI, OH 45237",117-0010-0027-00
"7526 READING RD, CINCINNATI, OH 45237",117-0010-0025-00
"846 BLAIR AVE, CINCINNATI, OH 45229",107-0010-0064-00
"3126 HARVARD AVE, CINCINNATI, OH 45207",055-0001-0096-00
"2993 W MCMICKEN AVE, CINCINNATI, OH 45225",099-0002-0031-00
"2933 FELTZ AVE, CINCINNATI, OH 45211",210-0077-0246-00
"3314 CAVANAUGH AVE, CINCINNATI, OH 45211",207-0051-0037-00
"726 GHOLSON AVE, CINCINNATI, OH 45229",112-0004-0041-00
"1767 ESMONDE ST, CINCINNATI, OH 45214",205-0021-0116-00
"BETTS AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0164-00
